Gene ID	Ensembl ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
SEMA3A	ENSG00000075213.10	2.90795	2.54869	0.208702	0.270434	0.659431	0.107926	6.94652	0.490292	1.01865	1.7004	0.11367	0.0776025	0.96754	1.51869	0.256839	0.576591	2.26533	0.898763	0.79203	0.16601	1.72033	4.6812	0.0149308	1.49892	1.71131	14.5027	4.92467	13.2252	0.875622	13.5862	3.36747	0.74374	0.154352	0.108004	0.184979	0.0574629	3.38938	0.374052	0.042851	2.12172	0.410898	0.0702123	2.79507	1.10497	0.768309	1.05011	2.2082	4.37122	0.849072	0.511944	3.01593	0.577635	0.873672	0.0110016
AKAP9	ENSG00000127914.16	14.3985	10.7056	12.6322	12.0317	11.7089	12.8727	11.7389	2.94392	3.25511	4.25673	18.8542	22.2474	6.043	4.58155	3.09403	4.52719	5.04447	3.09515	5.31156	3.5323	15.4532	11.144	13.3994	17.2187	16.8251	13.0228	14.0706	14.1136	12.5597	11.8363	17.4682	5.45045	4.5332	5.51432	6.14859	8.15417	16.4588	16.6527	9.73936	21.2873	25.2457	7.9735	20.7575	14.5786	17.3739	16.7621	16.9252	11.4409	12.104	9.73647	18.8903	17.5752	16.7527	1.7045
KCND2	ENSG00000184408.9	1.182	0.770726	0.199091	0.185432	0.255993	0.298113	0.513363	4.19288	5.86585	7.39978	77.4659	47.2888	4.98894	9.01062	3.45138	7.60848	7.8045	4.57834	2.76176	4.32448	1.21362	2.13957	4.48459	1.70277	1.04623	0.472662	0.227033	0.528985	0.053769	0.465518	2.95979	0.0562779	0.0198578	0.02039	0.0232971	0.0352966	0.228442	0.304544	0.113827	0.143305	3.58288	0.0888337	3.82024	0.0748989	0.130035	0.190401	0.148773	0.078728	0.089534	1.81571	0.70754	1.92694	1.00488	0
KCNH2	ENSG00000055118.14	0.260645	0.525732	2.15836	0.450074	0.369661	0.678513	15.8789	6.4022	8.96011	13.9665	64.7221	71.03	13.4674	12.0879	6.51217	15.7404	14.8873	10.3961	3.97992	5.31694	0.190936	0.0908584	0.0743459	6.0309	8.80587	75.1612	21.6527	25.2735	1.86677	31.8977	17.0505	36.9179	26.5833	0.936385	0.539281	0.131087	3.84124	0.963697	0.185605	3.76882	6.08586	1.39642	85.3106	18.3789	0.393879	0.391674	5.5347	2.54895	6.09488	61.9691	0.323807	33.5588	3.18917	1.95349
CACNB2	ENSG00000165995.18	2.22506	2.09675	4.67696	6.98414	7.69702	12.0643	21.1655	4.13319	11.0541	6.92082	27.6475	23.2631	13.6439	17.7042	4.22425	7.80013	9.36353	5.268	2.18361	2.6711	3.66738	2.61572	1.76349	13.3992	11.3915	20.1911	9.25971	35.8946	3.01403	40.2982	13.9779	8.75035	7.71557	1.75555	2.67937	2.14918	4.76715	1.70976	0.369301	3.16219	17.3516	3.17266	23.9603	9.21872	3.92423	3.1	9.68289	1.14454	2.20906	1.93115	2.71435	13.5338	3.76991	0.0949219
KCNQ1	ENSG00000053918.15	4.38611	5.29426	206.957	2.91942	3.41605	1.42182	3.33658	0.802071	0.633914	0.836868	0.273169	0.342506	0.482112	0.459535	0.665982	0.818581	0.736493	0.646225	1.63335	1.08147	4.149	0.0297031	0.710325	1.84369	2.9408	1.79465	12.9325	2.03944	1.10562	2.07941	5.47833	18.1426	14.3704	18.4186	24.5919	0.492847	16.5117	20.3822	0.381233	3.36683	1.43575	31.9474	7.28452	8.48653	1.47922	1.6077	24.323	9.31721	97.9419	1.9813	84.1487	3.40628	1.96473	12.709
KCNE3	ENSG00000175538.10	3.74714	5.72239	1.63229	1.83003	3.21181	0.896714	5.17068	0.791909	0.867186	1.10204	0.32176	0.343082	0.753222	0.806835	0.961614	1.07635	1.13589	0.985395	1.57447	1.35208	4.27721	0.929193	0.0459263	7.72717	8.12206	1.5988	7.20078	2.43611	2.51234	1.69919	9.06358	1.86807	0.711338	5.62192	6.37776	0.827527	8.08436	10.1163	0.250984	2.46939	10.2414	3.74102	1.92833	6.23502	0.628516	0.672505	12.5088	11.066	4.45783	0.816683	7.06389	7.51376	4.7038	18.199
SCN4B	ENSG00000177098.8	15.5444	12.9839	4.16064	2.17296	5.08225	3.29132	3.54408	13.2028	23.8277	90.2832	118.208	114.028	37.3474	45.1839	16.0412	7.47217	37.2062	72.8124	5.98617	9.38954	14.6973	0.056408	0.159134	3.43705	2.87855	5.2043	3.50981	10.8458	3.39104	10.9795	6.12291	7.4217	9.89476	1.34762	8.92542	0.401127	13.1365	4.6479	7.67233	5.43337	0.716147	1.83276	7.65741	9.47438	4.55701	4.53488	4.2885	0.436906	2.65936	2.2326	39.1876	6.81907	4.10585	0.0836821
SCN2B	ENSG00000149575.5	0.167657	0.471517	0.220258	0.176585	0.197003	0.114332	0.291746	12.5012	25.3214	23.8307	97.1205	85.3544	45.3946	53.9729	13.4998	16.8092	33.076	16.9257	7.34657	8.94373	0.469118	0.0141499	0.0117123	1.54402	1.39495	3.18593	1.22886	1.43408	0.45195	1.25319	1.69061	2.20797	3.20687	0.337236	0.306698	0.0183568	1.59692	0.514493	0.856237	1.908	0.861491	0.0644412	0.915281	0.803975	0.26983	0.20758	0.503867	0.0770129	0.220945	0.368316	0.949925	2.1965	0.705562	0.0730745
SCN3B	ENSG00000166257.8	2.41338	2.8794	0.86902	0.249403	0.616134	0.288287	1.21814	22.4868	42.6134	19.0504	9.7379	9.38487	56.1452	68.3006	34.5087	26.3421	24.7207	13.9012	1.95858	4.88049	2.82479	0.0691701	0.0320043	2.58577	2.0471	2.40696	1.34678	1.82203	0.90519	1.72201	3.03821	0.531295	0.650715	0.442191	1.38601	0.0512924	1.92635	0.88096	7.70495	1.33252	2.03583	0.69232	51.5749	1.18832	1.96143	2.26271	1.61188	0.721608	0.638156	4.99828	8.2722	2.35966	1.66468	0.019911
KCNJ5	ENSG00000120457.11	1.36676	0.808749	62.8942	0.836177	0.661932	0.249311	0.334954	0.373151	0.346435	0.326726	0.103267	0.109143	0.310566	0.286513	0.397545	2.7537	0.422344	0.295583	2.51122	1.00196	0.719135	0.0284465	0.030096	0.177349	0.361413	1.45941	0.59656	0.695251	0.301206	0.747512	0.263014	6.14347	1.80952	0.529281	6.29412	0.0371401	2.0939	1.38046	0.0523722	0.782201	0.703963	8.19946	25.4059	1.02237	0.333359	0.352614	0.351881	10.2418	0.84159	0.917727	0.791493	0.21546	0.510848	0.0139717
CACNA1C	ENSG00000151067.21	3.90819	3.03199	0.91873	23.0314	26.3302	23.2078	16.5567	2.27168	3.5242	2.55348	6.98406	7.96737	6.15416	5.60616	1.82563	2.94056	3.30342	2.13064	1.11412	1.34552	2.89983	5.71098	0.0310554	8.32418	10.5729	44.4513	10.8344	19.1624	1.67204	24.9014	6.48269	11.0358	10.652	1.1799	2.70827	0.202653	7.05657	1.20866	0.505665	2.75645	1.90519	0.447694	8.29414	9.49919	1.06812	1.71185	2.50428	4.35301	2.14296	4.61596	1.96658	33.6386	4.68666	0.0249337
KCNJ8	ENSG00000121361.3	43.8018	40.8038	21.6347	21.2409	27.6381	36.6206	28.7013	3.43821	4.75081	4.37631	1.86331	2.53012	4.96951	5.77183	3.29047	3.66188	3.72631	4.3802	3.75314	5.2768	33.8878	20.5191	0.0426956	33.5392	36.9121	25.5461	9.44822	38.993	4.1674	34.7965	36.6728	26.9066	40.1571	6.96173	11.6935	26.2841	25.2041	8.61502	10.818	18.1588	32.5584	23.8649	12.902	22.0427	5.31186	8.1441	6.47828	11.6061	8.63154	1.79415	31.3164	40.3067	18.8437	0.0642899
ABCC9	ENSG00000069431.11	16.971	12.8344	2.63463	5.99089	7.70878	12.8141	5.66832	1.91818	2.25337	2.26524	0.382471	0.418858	1.90986	2.18052	1.69217	1.18345	1.54357	1.78704	1.0159	1.40359	10.0998	16.5493	0.0393093	11.3598	11.6318	8.26246	3.21715	15.0298	1.44118	13.0768	18.294	7.48648	8.40668	1.05469	4.51777	8.69046	6.55882	4.15827	16.1667	7.77437	7.75639	1.27613	2.37503	5.13089	2.38603	3.27033	1.92401	1.78365	2.04671	0.506314	8.48129	21.8175	5.20997	0.0161073
PKP2	ENSG00000057294.14	6.01234	3.3979	0.43844	0.829831	2.59496	0.276581	0.810075	1.09789	1.53282	0.989565	2.33318	2.21746	1.12315	1.25773	2.322	0.630887	2.25577	0.371521	0.428655	0.262492	7.59432	0.102351	0.49899	1.11883	3.11021	0.936049	19.3014	0.333304	4.84716	0.308608	8.11953	41.63	66.869	1.77025	1.57091	6.11086	1.4699	35.7717	3.06319	16.1948	20.0458	4.37862	13.804	8.1074	2.88185	3.60246	10.9244	1.18875	7.72237	6.04054	0.395198	2.33051	4.55671	0.358933
CALM1	ENSG00000198668.10	182.269	162.235	74.0476	354.491	282.523	350.445	173.074	550.011	799.752	556.963	1259.11	972.834	842.645	1139.05	538.214	432.961	677.6	411.082	404.189	333.298	139.8	140.452	93.8439	147.666	129.514	446.524	244.024	356.768	202.716	410.849	165.8	114.445	111.894	100.967	109.588	44.2932	206.977	123.23	246.464	178.263	121.374	44.8235	233.658	139.026	111.35	109.563	214.036	145.707	151.302	123.964	125.251	139.139	153.003	90.8033
HCN4	ENSG00000138622.3	0.0121686	0.0176417	0.014141	0.0102265	0.0135315	0.0108508	0.0124944	0.593789	0.730529	0.416104	0.570396	1.11449	0.962183	0.928786	0.377968	1.57698	0.278619	0.382502	0.16385	0.94783	0.0142805	0.00461508	0.0101562	0.0327509	0.0239017	0.0679991	0.0381168	0.0169255	0	0.0201618	0.00995386	8.01721	2.74962	0.0665194	0.100438	0.00536325	0.0896567	0.00685325	0.00492197	0.00776013	0.0116819	0.064304	0.969282	0.0969642	0.0107313	0.0158534	0.0530339	0.00687279	0.0664247	19.593	0.0253853	0.0211817	0.00921491	0
RANGRF	ENSG00000108961.13	20.3986	18.8083	15.3756	26.4289	25.0736	22.8727	27.6194	13.8516	14.4209	20.1488	20.0197	20.0022	15.4557	16.5921	13.2729	19.0218	22.9984	17.426	13.5511	14.2356	22.4006	18.316	23.431	30.0072	36.9461	28.9985	18.2046	29.3563	9.61967	29.2434	35.1146	11.2652	8.72017	17.1207	24.7623	5.12881	24.2887	9.09471	5.99615	28.2091	33.5049	4.20782	29.6947	32.9192	13.2465	14.108	21.5634	27.5527	21.0455	74.5519	25.5683	36.8605	19.9435	7.46536
KCNJ2	ENSG00000123700.4	1.77035	2.71543	0.609263	0.731203	1.08569	0.483791	0.721524	1.82073	1.27806	4.37583	0.542456	0.686276	1.83399	1.64054	2.74543	2.13537	4.1022	4.23657	9.09457	3.67726	5.06765	2.06986	0.0181656	0.921957	0.837701	0.747721	2.71718	1.81915	3.707	1.672	1.5788	1.50801	5.49048	0.482888	1.29639	0.230993	3.23199	1.91162	1.88849	3.58866	0.981161	0.165714	1.11824	1.89082	2.17156	1.96588	1.4664	10.1142	0.966246	0.347937	1.31222	0.876462	3.38425	6.4527
SCN1B	ENSG00000105711.11	11.2031	9.08763	5.26322	9.34	8.35546	4.56664	6.13607	11.0774	22.5358	21.8587	165.357	166.349	67.0912	81.2534	15.6568	9.76254	14.6981	21.6968	12.9174	16.1655	8.58376	2.50994	0.164435	10.0911	12.6156	4.87983	3.26295	7.63316	1.61107	6.98665	11.0425	23.9448	8.72017	2.17514	2.67352	1.67476	6.62741	3.78151	108.086	13.3335	4.55096	2.3535	9.41922	4.22752	2.02453	2.69323	3.65727	10.3136	2.83078	2.14378	7.06583	6.15883	5.93073	2.1446
TRPM4	ENSG00000130529.15	20.8509	15.2616	7.83097	35.9396	26.737	28.3479	24.4803	3.3655	4.29213	3.0452	7.15978	8.67592	6.20214	5.10161	2.75369	4.27127	2.90531	2.82396	3.32977	4.36814	25.2009	18.0047	0.115055	22.8734	19.8067	15.9815	69.4021	19.6514	16.2279	21.2268	17.2307	18.2393	12.1243	23.5334	28.5535	5.23849	31.1421	45.2238	10.7818	13.3639	4.32204	5.35954	9.07959	61.2867	41.7733	47.515	31.8406	9.57969	23.6106	12.2474	37.1742	18.1261	24.8626	0.534446
SNTA1	ENSG00000101400.5	73.7664	40.1726	26.301	123.735	101.97	152.363	61.5301	125.098	131.268	158.684	35.9707	49.1833	138.839	124.181	89.8783	84.5455	133.046	145.962	53.8555	106.507	42.3869	19.5757	1.73992	61.3905	38.9519	44.4841	20.5716	51.1542	18.5751	37.5036	48.1991	127.064	130.018	21.223	14.7099	11.6681	16.9957	27.6692	177.835	108.293	43.4802	9.44308	22.214	37.2124	16.5724	25.4736	19.4451	9.07052	26.7748	45.2042	182.932	39.6643	30.6917	2.08759
KCNE2	ENSG00000159197.3	0.701333	0.410615	0.390346	2.84623	1.76881	2.47956	0.652524	0.811123	0.964221	0.824235	0.640276	0.636063	1.03868	1.06322	0.659406	1.27721	1.07385	0.626537	0.560851	0.81781	0.534462	0.317221	0.166348	0.769693	1.43871	1.02597	0.85833	0.668944	0.182393	0.55748	0.650131	0.288755	0.123234	0.63326	1.38006	0.558551	0.566875	0.246728	0.413725	2.55698	0.878275	0.271139	0.735617	0.637747	0.314528	0.384116	0.219243	0.293671	306.832	5.9359	1.27749	0.800479	0.439563	0.145096
KCNE1	ENSG00000180509.11	0.636044	0.967146	0.334969	0.341367	0.559079	0.102099	0.336546	0.0357	0.0318177	0.0422058	0.0397003	0.0446897	0.0376714	0.0290187	0.0590843	0.0392327	0.0323462	0.0289891	0.0742532	0.0325841	0.394679	0.0515853	0.0158669	0.0831822	0.205299	0.278643	0.234739	0.322046	0.0943294	0.285108	0.65749	0.419796	0.292044	0.243808	0.122604	0.966468	3.41122	0.239211	0.0403379	0.344016	0.149357	0.048272	0.148416	0.165716	0.10255	0.102825	0.315149	3.61774	0.148297	0.802192	0.169747	0.147857	0.16375	5.93975
KCNE5	ENSG00000176076.7	0.781957	0.722874	0.841525	0.501477	0.641811	0.17681	0.317157	4.218	1.98453	5.72488	4.52226	7.52185	1.4945	1.34595	4.04294	7.24588	6.83123	4.39392	2.76623	12.684	0.531991	0.314066	0.409141	0.340033	0.507961	0.242422	0.13523	0.202222	0.194146	0.216357	0.138215	0.486916	0.188813	0.364095	0.830184	0.0965771	0.580009	0.15978	0.745419	0.276856	0.860823	0.0755371	0.487671	0.424739	0.109669	0.171786	0.133343	1.20109	0.139207	0.517028	0.16001	0.158779	0.314077	1.33616
