Gene ID	Ensembl ID	Adipose Subcutaneous	Adipose Visceral (Omentum)	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex (BA24)	Brain Caudate (basal ganglia)	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex (BA9)	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens (basal ganglia)	Brain Putamen (basal ganglia)	Brain Spinal cord (cervical c-1)	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
NMNAT1	ENSG00000173614.13	4.45384	4.24459	6.26316	4.42206	4.46107	3.71273	5.4113	2.33672	2.72182	2.86631	2.09453	2.21337	2.91512	3.14415	2.34168	2.84477	2.83485	2.43937	3.55303	2.76506	4.30838	10.711	5.93614	5.36647	5.46295	5.29332	6.61775	5.15487	4.97723	5.82949	4.40399	5.08865	5.02906	4.23297	6.09978	3.09551	4.15254	4.60595	6.98974	5.09589	3.79132	1.97809	4.54592	4.95291	3.79692	4.00128	5.89532	4.90784	3.44648	5.8511	7.54287	5.19627	4.84753	2.32129
MTOR	ENSG00000198793.12	14.1347	12.5037	12.8676	16.0791	14.597	17.6186	15.9141	6.46825	8.96895	10.1389	25.9808	27.0759	13.8408	12.4918	6.60486	8.73557	8.85594	8.29794	7.37974	7.3352	14.5158	18.2491	17.3607	14.1631	15.8568	19.0087	13.3463	18.0637	13.0503	18.9537	16.2413	7.98448	7.55295	7.64268	11.1177	7.47069	15.2756	12.8679	15.0498	19.7788	14.1306	5.90858	17.6921	16.5626	12.948	13.219	15.2865	15.0441	11.4312	35.5128	19.0889	20.0622	13.7552	3.03492
CLCN6	ENSG00000011021.21	23.4717	16.2391	17.9895	18.9416	18.3939	23.031	21.7436	14.2754	22.0853	15.3935	38.3562	40.8625	27.1935	30.8264	15.6263	25.2155	15.8311	12.8217	23.6955	17.5445	20.8975	14.7523	18.5344	29.6198	34.0991	22.7614	14.7965	21.1729	9.77182	19.8922	27.3258	10.8362	7.28334	10.4996	12.951	8.4081	26.7854	11.6507	7.74102	38.6909	35.9085	5.55574	35.3001	22.779	13.8032	15.9251	19.298	18.7503	11.8454	38.8683	30.4176	32.056	20.1475	3.17555
VPS13D	ENSG00000048707.13	16.0948	14.3338	8.08798	17.7696	17.4557	27.0488	15.4709	5.81731	7.64051	7.76442	16.2549	17.2243	11.561	11.9653	5.83077	6.67894	7.58469	6.10933	8.27668	6.36438	15.423	11.4914	6.53956	18.0084	18.4172	16.3295	10.9457	17.4507	17.724	18.2861	15.6495	7.99178	9.66576	5.78415	8.44379	4.13687	16.0945	13.8011	12.4647	23.3681	15.0578	4.96991	11.4173	16.5993	27.8682	28.9322	11.286	10.3322	10.2582	12.4233	25.8494	17.5233	19.246	2.74527
SPEN	ENSG00000065526.10	30.4462	22.126	13.2763	43.1769	35.3237	51.957	27.9158	9.04006	8.90455	9.9797	39.1262	47.091	14.4015	11.1808	9.20472	9.79137	10.4194	8.30943	13.0533	9.1906	29.1025	21.7465	35.6647	30.1428	32.0656	23.3188	17.8085	28.0895	21.6339	25.3144	38.2886	10.9057	6.73727	9.23966	15.0826	8.25575	32.8227	22.2075	16.856	43.1718	45.3009	9.8183	22.8996	23.6944	31.4851	31.8278	23.2464	21.8492	14.0972	22.6114	37.8968	40.1904	30.566	7.53548
SDHB	ENSG00000117118.9	83.8592	81.7291	104.82	94.2728	90.7998	104.187	84.226	46.6468	58.2863	52.2215	96.7259	83.9014	64.6546	77.9711	44.0469	51.7652	56.6536	45.3735	61.4575	53.3442	81.7651	117.26	144.514	71.0604	72.8107	90.0647	104.154	90.0633	82.9173	93.258	83.6811	122.813	168.243	95.1223	104.519	124.93	81.1531	67.7655	177.639	94.163	61.0341	37.6777	60.6042	54.9552	65.7119	68.5217	88.202	74.8022	87.4159	91.0406	75.6008	84.7228	73.5014	52.7293
EMC1	ENSG00000127463.13	11.6169	11.4817	9.14239	15.8866	14.3655	13.5968	11.8098	5.42495	7.03238	6.77045	18.1966	16.9079	8.18804	10.5668	5.29664	7.53191	7.4334	5.48229	7.0638	5.72104	12.0599	41.9129	17.6601	16.0712	15.1324	10.6315	9.52831	10.1963	10.5437	9.84505	15.1308	7.05252	5.31605	5.12426	6.87217	4.63953	12.4507	8.95501	8.82178	15.3957	17.4522	3.93667	13.589	11.3491	10.8076	10.939	9.43075	9.91878	8.04278	13.8525	12.9769	17.6474	13.4018	1.71273
CDC42	ENSG00000070831.15	124.184	114.442	83.151	118.035	106.569	124.932	116.664	44.7106	55.8639	42.4993	101.472	77.7509	49.1021	76.5699	46.7	69.2446	40.7169	36.018	107.04	54.4895	118.291	178.045	227.04	133.648	119.945	108.058	101.313	94.6735	128.261	98.1341	125.029	46.706	37.1171	52.6484	71.4268	35.3026	134.605	92.9473	38.9757	121.62	110.617	29.3663	68.1775	87.9395	128.292	127.068	108.139	110.585	78.9947	58.6108	101.624	131.918	132.129	154.418
KDM1A	ENSG00000004487.15	46.8448	38.6978	44.8151	43.3324	41.6213	46.5753	59.2813	17.8441	23.4058	22.0407	71.8852	65.8311	34.5075	35.018	18.2695	25.9454	25.395	17.9605	19.8724	17.4384	50.4457	77.5607	96.3996	77.3459	79.6792	56.7898	44.1395	50.4159	50.0403	47.1135	76.3724	20.852	16.659	20.9196	34.5629	15.4088	48.8362	54.4873	36.5218	58.6963	86.7773	22.0653	78.1255	62.4977	54.7445	54.7612	49.2654	44.9437	36.534	194.016	58.5977	79.7135	62.9571	9.35315
HNRNPR	ENSG00000125944.18	32.0315	32.2531	26.6339	37.4454	34.4734	38.8043	35.8415	17.4907	17.1769	17.8971	46.8635	33.5049	15.4924	21.4793	15.854	19.7126	19.3429	15.1947	26.0943	16.9851	34.6901	50.8893	66.0626	46.669	48.9106	29.9775	25.6906	29.3807	30.5787	28.65	45.4594	14.664	9.71008	12.5465	23.1493	9.20172	38.0958	27.827	13.8862	42.8882	52.5232	9.99008	28.8696	30.7472	33.3616	29.6475	29.6402	29.702	19.9029	28.4624	38.843	53.4937	40.2189	6.99729
GALE	ENSG00000117308.14	6.22641	6.99581	9.72879	5.37639	5.46065	3.78707	10.6968	4.19065	6.00194	6.10712	12.4158	12.6243	9.72054	9.53294	3.64716	5.33083	5.85347	5.09103	5.54918	3.86108	8.63562	11.7534	19.5738	10.6054	9.88196	4.80188	23.4355	4.49672	39.8322	4.64165	9.83473	2.6188	1.93531	17.2941	20.7772	21.8554	17.5386	40.9137	1.44821	7.37684	6.72797	4.5018	10.8182	13.5393	7.19238	7.24263	19.007	18.3281	37.8777	10.919	7.18849	8.35296	22.1451	2.99271
FUCA1	ENSG00000179163.11	33.3941	32.4421	44.0306	58.6832	45.4272	34.9232	24.5451	6.38735	7.02816	7.73909	12.881	10.872	8.06955	10.0367	6.50843	11.1105	8.16543	6.64082	14.3648	7.41113	28.5932	4.86574	45.9807	29.1423	42.2827	25.9251	65.5119	25.4889	16.6126	22.6443	37.6252	11.7681	6.96344	30.5704	50.489	24.37	41.2577	65.1916	8.59185	27.2825	39.7876	13.5375	34.7969	39.4006	17.953	20.0293	74.3925	60.1725	33.0153	42.1617	78.0754	36.002	25.5065	11.2631
CNKSR1	ENSG00000142675.17	1.36345	1.36496	0.217221	1.69917	1.77018	1.83781	5.20379	1.99334	2.05694	2.4644	16.5692	16.6221	3.07744	2.7082	2.41568	2.84008	2.70013	2.25172	3.33498	1.92863	12.8182	0.248205	2.19179	6.36425	7.89384	2.24696	16.6297	1.79506	31.8686	1.84769	10.8106	1.05998	1.05875	7.19687	14.8936	1.21535	16.1823	29.8262	40.0519	5.3599	7.4367	13.6785	22.4641	26.8072	26.3554	24.4674	13.9698	3.52913	16.7155	6.70425	45.8896	5.72313	19.951	0.490003
DHDDS	ENSG00000117682.16	33.3015	22.8759	15.846	21.4143	19.8654	20.0855	19.0014	6.50346	10.0821	8.91179	91.4356	95.0778	14.7991	14.0885	7.08116	10.2619	10.2755	7.80998	7.54005	8.23111	22.0779	26.9709	19.9626	19.2154	19.846	15.8296	21.0391	16.6266	22.0391	16.5862	17.8705	7.79814	6.5922	11.032	12.3542	7.38156	17.0461	18.3067	5.65973	16.993	15.5873	7.10434	24.3803	16.6245	22.7779	25.6708	17.7957	14.632	14.4668	18.1025	19.573	19.5777	18.423	4.85564
ARID1A	ENSG00000117713.18	26.055	21.5751	21.1199	28.4989	25.9576	31.4493	32.2639	9.2186	10.4751	10.6469	29.3386	32.4549	13.8086	12.1999	8.37521	10.0248	11.9133	8.42075	12.1404	8.96392	25.8875	25.0202	51.5399	28.8339	31.9771	27.2731	22.2391	23.9265	28.5406	23.282	33.739	10.9302	9.33664	9.38636	14.9593	10.0425	31.0712	26.1924	13.786	39.7431	36.4904	10.1827	24.0102	25.9706	29.1538	30.1194	26.9634	37.3643	21.8782	34.5622	42.7936	38.9495	31.1372	11.1588
PIGV	ENSG00000060642.10	9.19476	7.70612	15.3656	8.10704	8.88153	8.46367	13.5101	4.51833	4.73276	5.43322	5.93303	6.3958	5.76518	6.18855	4.16973	5.75507	5.36873	4.66926	7.17383	4.92458	10.7823	16.1535	12.4523	13.8273	14.8412	9.40485	9.45352	9.71816	9.79984	9.88289	11.6798	2.93375	1.91278	5.03193	7.94437	11.2923	10.2382	11.8336	2.41862	12.5549	13.2528	5.04689	14.9883	13.2766	13.6886	14.0851	9.22196	9.12366	8.88563	55.9902	15.1763	15.9059	12.5178	4.59535
TMEM222	ENSG00000186501.14	34.206	28.9644	34.689	40.6301	38.7375	36.1439	42.1093	28.8397	34.4359	31.3335	61.0516	65.0852	41.4428	40.3235	31.171	39.1981	35.0472	29.4413	34.9762	29.827	34.7491	41.2065	24.8695	45.6299	49.2726	36.8514	26.3836	37.5982	37.5722	36.9526	50.4414	17.6321	14.1309	24.3444	37.3834	21.5452	36.5743	30.2865	17.155	61.4638	49.0206	13.8984	57.3513	59.8972	31.1517	34.7505	31.3826	39.506	29.8604	51.5345	52.3809	50.1471	39.6019	19.3715
AHDC1	ENSG00000126705.13	21.9186	14.5772	32.3666	39.4967	32.6185	53.8217	25.7532	8.90322	12.699	11.5914	56.5623	61.4694	20.2115	16.5513	8.65318	12.6671	13.8866	8.78724	6.64289	7.11557	22.3729	12.0489	7.55683	52.2337	47.0323	28.7239	13.5229	31.6644	49.2376	28.4758	48.3147	14.1241	11.0867	8.21123	11.8662	4.86668	22.3443	25.2781	21.6183	39.1398	48.1132	5.77255	36.16	23.3233	44.3063	51.7526	12.7381	27.1077	12.6564	21.712	45.9318	60.5437	44.2245	1.29874
PUM1	ENSG00000134644.15	42.9848	32.3103	32.505	40.6283	38.0776	52.6032	39.3242	16.786	21.2665	18.5868	51.0251	39.5792	19.1088	27.1855	15.7654	25.2262	20.5437	13.8638	18.0394	15.5223	44.702	43.729	37.9014	48.3757	50.0724	36.4156	27.6186	33.938	29.5093	33.8584	45.1572	16.3013	11.2837	14.5133	21.445	12.5574	37.7755	35.4085	28.2193	52.9207	54.0303	11.3862	32.0066	36.3396	43.2942	47.8295	29.3497	27.839	21.2052	23.0522	49.4314	55.9906	45.5657	5.60785
NCDN	ENSG00000020129.15	11.52	14.2158	27.6981	29.1717	24.41	21.3725	25.6718	138.841	244.754	543.945	288.943	305.246	411.771	409.494	188.306	130.157	839.053	349.443	45.1774	48.3091	13.955	31.8302	22.9367	37.9607	36.9509	25.0252	14.5576	23.875	13.9146	24.6388	29.2836	16.6201	11.67	9.12183	14.9926	5.24263	19.4074	13.7522	8.45079	40.6655	32.5287	5.15355	59.3349	28.2709	13.1875	12.9348	13.1363	15.5865	14.657	27.8399	30.6517	31.0251	25.1112	4.95004
AGO1	ENSG00000092847.11	8.65828	6.95683	9.86149	11.7156	10.1284	11.9258	10.4134	6.13971	6.36588	7.0762	18.135	17.2883	7.96026	8.20932	6.19594	6.75472	7.4687	6.01155	7.50045	6.11107	8.08951	8.94253	11.8197	13.1742	13.6856	9.87148	7.3956	8.95333	6.78346	8.6915	11.0826	4.81819	3.06137	3.45768	4.2777	2.52826	10.5223	7.68697	3.63676	12.1592	12.0362	3.4881	11.3221	11.9603	10.5834	11.2132	9.8576	11.2106	6.32804	9.44544	10.0215	13.3524	10.0705	6.06747
ADPRHL2	ENSG00000116863.10	35.0414	30.3616	50.8971	36.4131	35.5614	36.6252	42.4675	19.3192	19.948	21.8405	40.3391	35.2982	23.0731	26.0382	21.1217	28.5884	23.9823	18.1412	40.8434	21.8326	34.2368	45.4166	78.1364	44.7751	49.1498	34.6458	27.6642	31.1999	52.2762	31.6042	46.1285	13.745	12.7967	28.2455	32.711	14.3558	42.6456	31.5393	25.6119	47.7094	41.8359	11.5306	35.0968	39.7139	50.4779	57.9715	27.48	40.0041	22.8941	69.3143	44.0435	41.1405	42.9737	17.2003
MACF1	ENSG00000127603.23	23.2135	17.3829	13.6089	40.9764	42.8034	50.3548	25.0352	15.5212	16.2941	18.9695	27.1515	30.3765	20.1502	18.0525	13.6169	14.5617	17.674	14.4233	20.5813	15.8667	18.5232	24.2746	17.8854	24.6322	27.467	43.1392	16.685	34.606	10.2509	37.379	33.9706	15.6409	9.87864	9.62807	12.6591	5.64984	65.001	15.749	7.40018	16.8105	34.0923	4.93627	18.1466	18.8493	32.6433	37.043	16.208	20.3398	9.76262	17.727	27.1167	49.0182	20.6048	4.27935
TRIT1	ENSG00000043514.15	17.1926	15.0524	12.7788	16.2963	19.3685	19.0584	27.4085	7.24372	8.25204	9.48767	31.7449	27.5514	10.2911	10.8862	9.07268	11.2778	11.2427	7.7896	10.1608	7.59853	20.9616	23.3187	36.5468	30.8004	35.654	24.4525	17.5545	22.6577	25.4439	23.9634	30.2103	12.9749	9.83285	11.327	19.8966	8.3285	19.1802	21.9947	7.28721	30.4066	30.9198	13.9064	31.2297	38.0973	34.5562	37.584	18.4112	20.88	15.5722	28.3535	38.4948	39.8293	33.5345	2.96542
MFSD2A	ENSG00000168389.17	0.927645	4.54241	0.334189	0.705354	1.09349	0.342379	1.70276	9.21225	8.16481	9.33801	6.11403	9.25793	13.3525	10.9832	12.3751	12.0455	7.80326	10.0259	16.7839	13.3073	2.7281	5.54586	10.3751	1.28037	2.23747	4.97878	6.219	0.958922	15.7165	1.16779	4.07759	0.655457	0.19356	3.71562	2.02414	80.9743	32.1461	2.69493	0.148584	23.7649	2.62148	0.163362	13.8153	2.32742	125.165	86.5147	12.7671	2.18874	1.39954	53.6641	10.867	2.59505	20.2008	1.39122
SVBP	ENSG00000177868.11	25.1475	18.1362	8.92107	19.3061	20.8794	24.3744	18.9937	14.2198	13.4127	11.6163	29.9225	25.7253	14.5284	17.82	12.5918	14.4531	12.6658	10.274	23.7075	14.8871	21.6488	18.08	17.1551	33.5995	26.3072	20.5155	13.4914	19.871	10.2942	18.6202	22.8616	7.30865	6.0783	9.08712	12.9838	5.07362	14.7457	9.25427	8.17019	34.2267	29.7054	3.36037	25.8828	15.9114	11.9438	12.241	12.8605	15.7892	8.32973	50.3663	17.401	25.4279	19.7393	10.7226
SLC2A1	ENSG00000117394.20	18.176	14.5429	9.35417	60.0868	28.4663	49.6459	35.5661	42.0702	41.1261	59.069	39.6197	49.8632	58.7144	49.6235	53.2401	53.6652	43.7314	56.8335	81.5973	65.5584	25.9861	70.79	61.7192	80.6742	65.93	11.784	15.9061	21.9816	154.83	18.8793	49.1022	9.76669	12.3465	19.1506	39.5487	1.57971	11.6015	27.7745	2.1075	703.839	18.2505	2.57101	22.3946	25.3949	272.584	265.838	15.1716	21.5414	11.9797	10.0749	16.5243	21.7971	176.081	28.5092
SZT2	ENSG00000198198.15	13.7461	11.2903	9.65634	13.706	13.5161	12.7089	15.8401	3.34017	3.8966	4.36605	18.8648	22.2903	6.92482	5.04893	4.06281	5.03549	4.41153	3.57843	6.92893	4.27476	14.1149	10.5674	11.8965	18.0073	19.9078	15.3857	12.2932	14.9373	9.98371	14.2817	20.1417	5.9212	4.08129	7.37729	8.03451	5.98387	16.14	12.2343	5.04292	20.2124	22.7605	6.3912	22.425	19.4832	13.807	14.6572	15.1424	16.3347	10.4813	24.836	25.2502	21.7774	14.5626	5.50365
ST3GAL3	ENSG00000126091.19	12.8916	10.8339	10.3093	18.4918	15.6245	19.2223	15.8884	9.64841	15.0167	11.8529	20.168	22.7178	22.5939	20.9181	9.43253	12.645	14.592	9.96026	7.28231	9.47841	11.0064	11.5648	6.83361	19.2231	19.6857	18.3046	6.96051	20.0459	3.17384	19.751	18.2328	8.27736	8.31917	5.04274	5.16579	4.67872	9.99497	4.54134	28.3495	21.6234	17.6121	2.74656	18.8664	13.2407	5.28718	6.0889	5.28077	7.09211	4.40151	43.2506	10.4646	20.4097	10.512	1.77168
SLC6A9	ENSG00000196517.11	3.81547	4.24958	21.8843	7.85927	4.86368	4.48502	10.4287	6.8784	5.30847	8.11931	5.34157	8.80266	6.38959	5.47808	9.34166	14.0013	8.69011	6.10121	70.2969	24.2546	5.62275	6.93237	2.32162	10.6204	11.3935	10.6407	11.1074	7.44467	23.0382	8.78862	16.0591	1.17765	0.578709	1.4952	3.95878	0.598648	16.1426	9.05267	0.326633	3.45028	3.25154	2.34929	2.22508	5.31854	49.235	58.6542	5.96288	2.10663	5.24875	1.51471	7.60497	15.4065	24.4694	1.29697
EIF2B3	ENSG00000070785.16	23.4066	18.702	21.7682	22.7953	21.4224	21.0747	17.7903	7.17965	8.17927	7.94398	20.4686	17.7913	10.8618	13.0472	6.95678	10.0995	8.81215	6.64409	13.1519	8.52888	21.5357	25.2903	21.7292	23.5557	23.1274	17.149	11.0015	18.751	13.6442	19.879	20.2627	14.5611	16.3412	7.15013	10.043	8.6779	14.5937	15.6038	31.0749	26.5859	20.93	6.08605	16.8259	16.4677	15.4289	15.8811	9.27613	13.6611	8.94266	24.9377	15.5385	22.194	18.5093	2.97421
HPDL	ENSG00000186603.5	0.67104	0.487558	0.339425	0.293222	0.55441	0.313507	0.837623	1.47866	1.48042	2.5678	8.73481	7.94247	1.66013	1.48337	1.14457	1.62562	1.6042	1.51515	1.14254	1.4462	0.788125	4.35408	12.6443	2.18794	1.70283	0.406686	4.36941	0.405314	3.03753	0.373094	1.23286	0.294116	0.118544	0.224847	0.844709	0.0649242	0.500368	1.16335	0.684113	4.26534	1.12699	0.197027	0.578241	1.05124	1.15939	1.24797	3.25655	2.37272	1.66163	0.807709	1.25478	0.967425	1.87192	0.233235
TOE1	ENSG00000132773.11	12.5578	11.4972	10.1313	11.9545	12.6038	12.0403	15.6606	3.76553	4.28442	5.04792	13.0879	13.9445	6.3477	5.59332	3.70558	5.48989	5.57957	4.25442	6.25136	4.08181	13.3415	16.4519	22.901	19.6804	20.3046	13.5867	12.7499	12.483	10.0739	11.3941	16.4405	4.4312	2.97411	6.0205	11.2721	5.34628	10.9514	11.6653	2.84177	17.9674	18.8404	3.73023	14.3318	17.892	10.0744	11.0446	15.1242	19.8322	9.95873	37.5395	23.1273	19.2129	14.2641	3.62985
MMACHC	ENSG00000132763.14	2.17769	2.48408	4.39178	1.99859	2.32897	1.46611	2.92216	2.31788	2.47014	2.90362	3.30689	3.18247	3.03933	3.37493	2.44474	2.44134	2.69908	2.64427	3.86529	3.20756	2.93289	6.70051	5.75847	3.06601	3.14257	2.65866	3.29354	2.17623	3.17586	2.36021	2.75484	4.18182	3.17247	2.15382	4.20722	9.14072	2.47492	3.30599	2.44639	3.28965	3.68027	1.81775	2.65945	2.94715	2.78148	2.52492	2.66393	2.85172	2.76269	7.52192	3.72674	3.34007	2.96905	0.496128
IPP	ENSG00000197429.10	5.11704	4.08225	4.9136	5.31325	5.23315	6.68565	7.08419	2.58007	2.73695	3.10577	3.91153	3.55395	2.67565	3.25061	2.528	3.37461	3.06493	2.45659	5.00355	3.15089	5.05482	12.2239	9.28039	6.64505	6.77242	5.58237	4.28481	5.36665	4.65312	5.50815	6.81133	3.04115	2.25142	2.4372	3.40138	1.8563	4.07206	4.88717	6.1161	8.59806	7.59842	2.29773	4.89337	5.33423	5.05297	5.35689	4.31143	2.81719	3.70959	13.2412	7.10714	7.53512	5.92782	1.07309
